user,trd_times,total_count,B_out,C_in,out_count,in_count
U3A633F,303,-5899.68,152,0,55265.39,49365.71
U2EE348,299,15994.039999999988,5,0,140784.69999999998,156778.74
U54C221,298,40078.51999999999,4,0,35310.70000000002,75389.22
U0013E0,293,27335.31,7,0,297601.7800000002,324937.09
U10EDE1,292,186.79999999999927,15,0,74005.95000000001,74192.75000000001
U0CE641,291,3202.7899999999945,20,0,32451.200000000004,35653.99
U214A9F,288,1328.830000000007,265,0,104423.26999999996,105752.10000000002
U11BAE3,287,653.2999999999975,6,0,127593.99000000002,128247.29000000001
U44BA5B,285,-196405.2299999997,0,1,985099.74,788694.51
U037A1E,285,1813.9300000000026,285,0,9864.489999999998,11678.419999999998
U413FED,284,-293.45999999999964,284,0,10320.459999999997,10027.0
U423774,284,-447.01000000000386,9,0,63183.11,62736.1
U39813D,284,27106.570000000007,5,0,71222.53999999996,98329.11
U2A6946,283,-742.2199999999866,0,0,860200.28,859458.06
U4CA7E5,282,26440.670000000006,8,0,362384.52,388825.19
U1FAD2E,277,749.4900000000013,57,0,102751.40000000002,103500.89000000001
U12300E,277,-3069.0399999999845,219,0,147717.86999999985,144648.83
U3FA504,274,-6276.779999999999,190,0,76196.79000000001,69920.01
U3A1FC7,270,1507.02,7,0,31003.55999999999,32510.579999999998
U407411,269,-41.0399999999986,168,0,56138.27000000005,56097.23
U3E082E,268,-5657.049999999999,17,0,598904.7899999998,593247.74
U260C32,267,15366.869999999977,54,3,666559.66,681926.53
U108DD1,266,-424842.3600000003,183,0,570903.7200000003,146061.36
U24BFAA,261,8384.229999999989,38,0,129297.79000000001,137682.02
U30F63E,260,41948.69999999993,142,2,284508.7800000002,326457.48
U517DE0,259,64609.18000000002,63,0,573007.8800000002,637617.0599999999
U1B758E,258,-453.1299999999999,8,0,9281.849999999995,8828.72
U2E926C,256,880.7000000000015,53,0,41849.149999999994,42729.84999999999
U304A41,253,1927.8899999999944,202,0,113420.72999999994,115348.62000000001
U0C1D8C,253,-15845.130000000001,10,0,46788.200000000004,30943.07
U2EBBE3,251,-444.84000000000015,41,0,47812.67999999999,47367.84
U4EB892,246,26959.89999999998,233,0,161580.7699999999,188540.66999999998
U4A80BE,241,-263.4199999999989,3,1,145878.52000000002,145615.10000000006
U1FD4DE,241,-4926.929999999993,51,0,38178.600000000006,33251.67
U13972F,241,2145.7700000000004,223,0,25995.800000000003,28141.57
U497A87,238,11021.619999999999,130,0,41809.919999999984,52831.53999999999
U24A782,238,20961.609999999982,198,0,68128.27000000003,89089.88
U3F062A,238,-1086.639999999983,0,4,66806.52999999987,65719.89000000001
U323A98,237,-9603.68000000001,11,0,182055.24999999994,172451.57
U0EAE28,237,-854.4899999999907,169,0,204807.31999999995,203952.83000000007
U3D4551,237,3600835.5800000015,94,0,11837884.399999999,15438719.980000002
U21B100,237,-17239.320000000025,2,0,267441.0,250201.68000000002
U19CDFA,237,-3273.2599999999966,237,0,38470.88,35197.62000000001
U24539A,236,3413.410000000005,229,1,14232.309999999994,17645.720000000005
U0EBAE5,235,5397.289999999997,13,0,144307.57,149704.86000000002
U286002,233,332.4799999999814,4,0,1512330.71,1512663.19
U3DBA64,233,21190.000000000022,215,1,65031.94000000006,86221.93999999999
U1C9D45,232,884.8199999999922,155,0,106124.48999999998,107009.31
U3B2BF8,232,-25567.639999999992,8,0,210371.58000000002,184803.94
U01B7A5,229,132488.95000000004,96,7,112230.75,244719.70000000004
U02F6FC,229,-2537.3899999999976,164,0,39236.53999999999,36699.15
U2115D9,229,-33222.09999999999,49,0,464721.8199999999,431499.72
U40F3D8,228,-4943.729999999989,228,0,42520.390000000014,37576.659999999996
U0455E3,227,-5546.790000000001,48,0,379095.26000000007,373548.47000000003
U4C30D0,226,-7238.1800000000085,37,0,148965.81,141727.63
U3F6C9C,225,-842192.4200000004,15,0,5112159.08,4269966.66
U41F508,225,7259.750000000001,211,4,24476.41,31736.159999999996
U1C5CD1,224,56267.96999999997,41,0,125121.65000000001,181389.62
U04C251,224,3545.7800000000498,184,0,474341.2100000001,477886.99
U091DA2,223,-38.09000000000378,85,0,345344.61,345306.52
U03B36B,223,39913.98000000002,13,0,690660.2000000004,730574.18
U31BD6F,223,11541.029999999999,223,0,55204.15999999998,66745.19
U2BB4D4,222,3125.33,81,0,30354.700000000004,33480.03
U4162A0,218,-54.939999999989595,0,0,391742.02999999997,391687.09
U48DDEA,217,-7603.800000000028,44,4,675073.46,667469.6599999998
U4D4DF8,217,596.9499999999903,29,0,391918.87,392515.82000000007
U4C3B1F,217,-30327.34999999999,149,0,123998.47000000003,93671.11999999998
U1249E5,214,2025.7499999999927,97,0,132449.83999999997,134475.59000000003
U01C99E,213,-330.75999999999976,171,0,19221.57,18890.81
U10DD5F,211,-10974.659999999994,210,0,40751.03,29776.37
U0DB4E7,210,-316674.64999999997,167,0,584078.1699999999,267403.51999999996
U2C5DF1,208,3422.4600000000046,158,0,75359.98999999999,78782.45
U0A156A,208,-1512.66999999998,137,0,530583.44,529070.77
U51F28C,208,5656.350000000004,14,0,56857.07000000001,62513.42
U3FFE73,208,-3061.920000000001,208,0,8242.689999999993,5180.77
U326314,208,-9611.700000000015,207,0,20222.29000000001,10610.59
U0C6230,208,69171.24999999999,13,0,231276.63999999998,300447.88999999996
U2A118D,205,27678.540000000037,154,0,792387.11,820065.65
U2F3F4F,204,-29048.2,136,0,195960.76000000004,166912.56
U515E33,202,1364.8800000000022,158,0,109732.66000000003,111097.54
U05826D,202,-3624.56,202,0,33887.560000000005,30263.0
U1AD282,202,-21176.56000000001,120,0,85737.36,64560.799999999996
U1E8172,202,14248.550000000021,58,0,501466.3,515714.85
U4F8B0A,201,44199.32,73,0,143186.12,187385.44
U4E2B07,201,1845.1099999999642,12,0,126145.68000000005,127990.79
U30BB01,198,3945.020000000002,0,0,6796.909999999998,10741.929999999998
U3CF66F,197,-139.42999999999748,0,0,46297.67000000002,46158.24
U181BB6,196,-2972.779999999999,52,0,400876.6,397903.81999999995
U488D35,195,-17948.579999999998,20,0,155909.61000000002,137961.03
U31EAF0,195,34451.09999999999,22,0,449352.5300000001,483803.62999999995
U3DF845,194,-573.089999999998,193,0,13668.770000000002,13095.68
U1C9BF7,193,-1888.6099999999994,81,0,19016.239999999998,17127.63
U3CC577,191,-3788.1299999999987,191,0,21571.79,17783.66
U2452F9,189,163.51000000001,1,0,108708.63,108872.14
U1B2CE4,188,-22215.139999999996,188,0,37966.59,15751.449999999999
U4A1F19,187,110.24999999999963,26,0,7673.510000000005,7783.76
U206FC3,187,134061.49000000005,113,0,200522.73999999993,334584.23
U27C92E,187,1485.9400000000073,2,0,110445.89999999997,111931.84
U48D99D,187,18382.44999999996,24,0,1099876.3599999999,1118258.81
U36D4D6,187,-775.5099999999968,187,0,37602.510000000024,36827.0
U29DCED,186,-23935.340000000004,0,0,40239.960000000014,16304.619999999999
U090E18,186,-246337.9100000001,54,38,1806469.3,1560131.39
U117AC0,186,-442.0999999999959,171,0,41419.25,40977.15000000001
U3FC199,186,-3142.830000000009,71,0,262100.48,258957.64999999997
U17AC9A,185,-319.8300000000089,20,0,118664.77,118344.94
U4AE33C,184,16460.59,172,0,76858.27000000005,93318.86
U3F8CC9,182,10668.920000000016,13,0,40696.00999999997,51364.93
U0DFD3D,182,1604.449999999997,45,0,409878.9,411483.3500000001
U1141A3,181,23053.72,81,6,214231.18000000002,237284.90000000002
U386014,181,213.83999999999992,60,0,9839.869999999999,10053.710000000001
U108EF9,181,-736.1400000000007,181,0,6631.450000000001,5895.3099999999995
U22FF7C,180,352.6499999999993,23,1,12965.630000000003,13318.279999999999
U094C67,179,-389.8800000000019,17,0,31549.049999999977,31159.170000000002
U079A5A,178,277.1500000000001,0,0,86474.57999999999,86751.73000000001
U348818,178,-29184.53,178,0,109724.43000000004,80539.90000000005
U3606F7,178,-39219.32,178,0,240575.67,201356.35
U19AC15,177,5890.530000000004,135,0,62587.190000000046,68477.72
U3201F4,177,-32621.170000000027,21,0,349173.36,316552.18999999994
U3E8C04,176,-1852.6500000000015,176,0,6721.269999999997,4868.6200000000035
U2E7CCC,176,-180.09000000000742,10,0,128633.20000000003,128453.10999999999
U0B50E0,176,151.109999999999,22,0,44928.51,45079.619999999995
U0CD769,176,1540.4800000000005,176,0,11469.76,13010.24
U0B9B24,175,-3628.29,18,0,79148.44,75520.15
U311BB8,175,-14140.970000000041,6,0,1029360.0399999999,1015219.07
U29E627,175,2495.500000000004,148,0,118164.66,120660.16
U3376BE,174,3886.0899999999983,0,0,7636.14,11522.229999999998
U1B3F24,173,6724.970000000001,77,0,20953.98000000001,27678.950000000004
U0C3EF3,172,12819.210000000023,72,1,230991.38000000006,243810.59000000003
U114CEE,172,-10441.860000000002,8,0,28597.220000000005,18155.359999999997
U2F2AD1,172,-7805.41,64,1,39912.83999999999,32107.429999999997
U3498D1,172,-2450.6000000000004,172,0,10046.67,7596.070000000001
U0BFF46,171,-15043.340000000073,3,0,1188764.8500000003,1173721.5100000002
U031477,170,-4810.940000000006,15,0,76387.44000000002,71576.5
U21542B,169,170.34999999999843,143,0,10363.389999999992,10533.74
U1DB4FE,169,23.58999999999869,0,0,49229.96,49253.55
U319AA3,167,-1939.4499999999935,27,0,55571.20000000001,53631.75
U44937A,166,-16731.85,113,0,85565.55,68833.7
U355D6C,166,2018.740000000001,166,0,9810.11,11828.849999999999
U40A738,165,2760.7299999999996,164,0,10108.789999999997,12869.52
U1B3C71,165,-197414.10000000003,0,0,667759.11,470345.01
U22C482,164,-489700.81000000006,146,0,648683.1400000001,158982.33000000002
U269B46,163,-247.39999999999992,163,0,1127.479999999999,880.08
U366D37,163,-55079.9,0,0,309492.28,254412.38
U139FF7,163,-11997.409999999973,75,0,608650.8299999995,596653.4199999999
U017FC3,162,-3209.9700000000007,1,0,34435.090000000004,31225.120000000003
U0CC7C4,162,-2199.1099999999933,9,0,99134.29000000001,96935.18
U051B3F,162,11432.010000000007,8,12,14656.729999999998,26088.74
U009DF2,161,-232.37999999999965,2,0,12858.889999999998,12626.51
U46CC87,160,-11330.400000000001,25,0,90752.54999999997,79422.15
U540050,160,-1043.3099999999947,100,0,649110.9799999997,648067.6699999999
U2CF967,160,-140.93000000000083,2,0,17770.919999999995,17629.989999999998
U286193,159,2264.0299999999997,55,0,70747.01999999999,73011.04999999999
U0835DD,158,16791.840000000004,35,0,19508.570000000003,36300.41
U49E699,158,-2130.6499999999996,158,0,11315.95,9185.3
U101971,157,2898.4699999999903,147,0,179749.62,182648.09
U2D09D1,157,16023.669999999973,14,0,466201.74000000005,482225.41000000003
U4FCC1F,157,-37.3300000000072,157,0,73732.72,73695.39000000001
U01C5CA,157,-4032.359999999999,7,0,26707.129999999997,22674.769999999997
U38CC75,156,11494.32,2,0,22999.719999999998,34494.03999999999
U3031AF,156,-54450.54000000002,89,0,169001.12000000002,114550.58
U07B040,156,-315.09000000000026,13,0,6563.960000000001,6248.87
U067B28,156,761.5499999999995,118,0,55521.85,56283.4
U055E08,155,79.85000000000218,66,0,64513.32,64593.17
U2C1799,155,-11928.789999999997,90,1,90403.27999999997,78474.48999999999
U017D0E,154,-17718.899999999998,154,0,35719.84999999999,18000.95
U392F6F,153,-517.8100000000006,111,38,1702.919999999996,1185.1100000000001
U248AC5,153,-6698.539999999995,88,0,94091.98999999999,87393.45
U2D2721,152,26.300000000000182,0,0,9546.310000000001,9572.61
U2BAC68,151,-20733.899999999994,60,0,61501.780000000006,40767.880000000005
U260CFB,151,7714.880000000007,151,0,24455.459999999995,32170.34
U2B9D73,150,-77157.08999999995,0,0,617913.0100000002,540755.92
U0FD15D,150,683.8499999999983,90,0,59144.11,59827.96
U288FFE,150,24389.400000000012,0,0,389433.06,413822.45999999996
U50DA66,150,-11066.399999999998,150,0,22210.55,11144.150000000001
U3E9C35,150,45394.459999999934,29,0,64216.800000000025,109611.26
U018E0C,149,170221.24999999988,9,0,10372732.98,10542954.23
U443502,148,-1.0100000000002183,5,0,17665.01,17664.0
U458FA5,148,3537.1000000000004,148,0,3889.9,7427.0
U20A03D,147,52438.80999999995,0,0,11712.039999999994,64150.85000000002
U3D717D,147,4329.990000000002,41,0,124491.30000000002,128821.29000000001
U3D23C1,147,-25285.519999999997,72,0,329175.96,303890.44
U2539EB,145,5014.630000000003,5,0,65550.15000000001,70564.78
U2A732F,145,-1974.0199999999975,145,0,13300.019999999993,11326.0
U250EC1,145,-2368.2000000000003,145,0,7541.549999999995,5173.349999999999
U3E8120,145,-2548.8500000000095,28,0,159665.28999999992,157116.44000000003
U1727EA,145,13776.360000000002,45,0,44927.299999999996,58703.66
U13C403,144,-10259.069999999996,3,0,139031.58000000002,128772.51
U3FC1DD,144,2.4200000000000017,2,0,4242.360000000002,4244.780000000001
U38B314,144,-2348.100000000004,11,0,40569.64,38221.54
U335B48,143,349.4000000000033,9,0,412430.49,412779.89
U292C88,143,-6310.200000000001,31,0,56716.479999999996,50406.28
U395452,143,3572.4399999999987,62,0,30563.660000000003,34136.1
U1F4AE8,143,-24793.540000000226,0,0,4634030.6,4609237.059999999
U22E2F2,142,17448.64,42,0,14882.330000000004,32330.969999999998
U32DA4F,142,2212.7300000000037,142,0,17927.019999999997,20139.75
U4F0E36,142,9877.409999999996,99,3,107696.07,117573.48
U3AAD0F,142,2786.9900000000002,0,0,58442.91000000001,61229.90000000001
U135801,142,45.490000000000464,29,0,9805.309999999998,9850.8
U1E0F9F,142,-5452.160000000001,138,0,13074.490000000002,7622.329999999999
U108E6C,140,347.87999999999874,28,0,4252.340000000001,4600.22
U489855,140,434.2000000000007,13,0,1293.2799999999993,1727.48
U3B9889,139,-13613.95,24,0,42561.02000000001,28947.07
U0753C1,139,-71403.8,79,0,159959.7,88555.9
U0D9F4A,138,-15402.01,80,0,131704.19,116302.17999999998
U45E7C3,138,2412.829999999999,123,0,51321.16,53733.990000000005
U01C0DA,137,-1895.4600000000016,136,1,20765.190000000002,18869.73
U2CC899,137,-73367.27,112,0,114961.98000000001,41594.71000000001
U37615A,137,-5732.749999999998,95,4,90983.58999999997,85250.84
U3AEB1E,137,-17.40000000000005,60,0,2498.4800000000005,2481.0800000000004
U2C88BB,136,-4883.0,136,0,5045.0,162.0
U3DD00A,136,-5859.500000000003,83,0,55045.53,49186.030000000006
U4A2002,135,-14014.08,135,0,26708.650000000005,12694.57
U345C92,135,9420.640000000001,91,0,86359.80000000002,95780.43999999999
U454B3F,134,3975.640000000002,32,0,97005.60000000002,100981.23999999999
U40E58A,134,-1942.9300000000087,92,0,65426.6,63483.66999999999
U1D3305,134,-5473.609999999996,5,1,67263.56,61789.95
U4964E5,134,-2743.870000000001,134,0,12243.03,9499.16
U06B869,133,5929.2100000000055,132,0,9281.919999999998,15211.13
U41D010,133,-568.1599999999835,12,0,149381.96,148813.8
U3B1F1E,133,-3303.540000000001,0,0,77931.56000000001,74628.01999999999
U0D148D,133,-498.21999999999593,133,0,16931.419999999995,16433.199999999997
U5184AB,133,-1804.7699999999995,9,0,15868.77,14064.0
U4A4A1E,132,3722.2799999999993,0,0,17495.94,21218.22
U04EA0B,132,20733.71,10,4,72403.4,93137.11
U53883B,131,19766.01,65,0,184558.78999999998,204324.80000000002
U42D358,131,187.36999999999784,131,0,10629.54,10816.910000000002
U2DA2EA,131,-51792.490000000005,126,5,63643.06,11850.57
U441F8F,131,8375.040000000005,131,0,8295.07,16670.109999999997
U1D7CF1,130,2229.0299999999975,72,0,10419.099999999999,12648.129999999997
U2B8942,130,1166.2999999999988,9,0,32908.52,34074.82
U46C5B4,129,-2140.660000000009,65,0,261394.78000000003,259254.12000000002
U49FCA2,128,-1554.4799999999968,5,0,775402.7199999999,773848.2399999999
U1CDEB5,128,-80417.36,39,0,405840.1299999999,325422.77
U158903,128,3152.119999999997,102,0,65648.06,68800.18
U34611F,127,-6321.08,127,0,21058.749999999996,14737.67
U29191B,127,-4612.949999999996,11,0,44684.53,40071.58
U38C695,126,-435.2699999999993,31,0,77605.3,77170.03
U1E8C80,126,4460.990000000003,15,0,68269.37000000001,72730.36
U29CA1D,126,-8906.16,126,0,14064.000000000002,5157.84
U48C9B5,125,13165.490000000002,0,0,90591.57999999997,103757.06999999999
U187DA6,125,-3305.499999999999,125,0,11192.619999999995,7887.12
U2FE950,125,120.8099999999998,10,0,5200.719999999999,5321.53
U1EB616,124,-25964.469999999998,87,0,61064.87000000001,35100.399999999994
U310645,124,-1545.530000000001,5,0,24703.36,23157.83
U2C05D5,124,-30153.889999999996,5,0,66755.99999999999,36602.11
U4EEF09,124,3438.490000000003,124,0,9058.339999999998,12496.830000000005
U19B4B2,123,-5842.749999999998,67,0,80114.54999999997,74271.8
U4F4B33,123,-18385.88000000001,0,0,87594.46999999999,69208.59
U151FC4,123,7468.65,58,0,18922.369999999995,26391.02
U172F3C,122,-4.850000000000762,0,0,14629.72,14624.869999999999
U4E3072,122,-1731.3099999999993,115,0,8920.3,7188.9900000000025
U46EC59,122,2263.2000000000003,122,0,31142.2,33405.4
U4D3F04,122,4948.529999999988,4,0,51922.18,56870.71000000001
U48EFE9,122,-284.59999999999735,122,0,16317.429999999997,16032.83
U41E8BB,121,16007.260000000004,26,0,181746.71000000005,197753.96999999997
U2116B5,121,208.98999999999978,15,0,15494.070000000002,15703.06
U4082ED,121,-27391.250000000015,87,0,254172.26999999993,226781.02000000002
U319E95,121,262.2800000000022,0,0,105181.15000000001,105443.43
U0C88B1,121,15127.790000000005,41,0,73159.95,88287.74
U3ED7F1,121,-13869.849999999997,121,0,26671.350000000017,12801.5
U106390,120,1214.6599999999985,16,0,43211.950000000004,44426.610000000015
U3EF3CA,120,87496.23000000001,0,0,481064.66,568560.89
U1E763A,120,-9263.220000000001,115,0,17937.87,8674.65
U48DD3E,119,-2.3999999999995474,0,0,11538.86,11536.46
U39C3B0,118,-3307.280000000001,22,0,41212.259999999995,37904.979999999996
U39CFB0,118,3923.520000000004,94,0,45840.12999999999,49763.65000000001
U0FE12D,118,-1514.3000000000013,5,0,59316.57,57802.270000000004
U48217B,117,41313.97999999998,84,0,276034.19,317348.17000000004
U1DBB72,117,1807.0300000000007,117,0,8513.479999999998,10320.51
U1DF0A0,117,757.4399999999999,6,0,6154.1,6911.54
U20DDFA,117,-852.0999999999992,0,0,12927.539999999999,12075.439999999999
U005066,117,459.53000000000105,117,0,2667.049999999998,3126.5800000000004
U11D905,117,-315.9399999999987,117,0,15615.080000000002,15299.139999999998
U359B29,117,-311.28999999999985,117,0,13230.750000000013,12919.46
U4BDE1A,116,-4878.919999999998,116,0,44152.57,39273.65
U0A32A0,116,-29.21999999998559,12,0,173011.77999999997,172982.56
U381AFE,116,-12722.410000000002,0,0,117098.71999999996,104376.31000000001
U3BDB5B,116,1948.6100000000008,11,0,14667.98,16616.59
U36282B,115,-45445.570000000014,106,1,197757.04999999993,152311.47999999998
U51D20B,115,5344.619999999999,45,2,36205.18,41549.799999999996
U2AABC4,115,-20887.760000000006,28,0,170436.31,149548.55000000005
U4E5423,115,5684.010000000002,90,0,14033.459999999995,19717.47
U082C12,115,1144.0299999999888,11,0,106527.06999999999,107671.09999999999
U295C77,115,3870.3000000000025,29,0,148945.92000000004,152816.22
U05352C,115,-3040.2,0,0,10649.4,7609.200000000001
U3EBC3A,114,2023.7000000000005,114,0,10513.039999999999,12536.740000000002
U339F17,114,105.44999999999996,0,0,25156.720000000005,25262.170000000002
U05ECAB,114,-6753.390000000001,22,0,46265.470000000016,39512.079999999994
U1E86A5,114,5739.6,114,0,7400.26,13139.86
U13D280,114,5079.390000000005,6,0,71153.24,76232.62999999999
U064962,114,4759.529999999999,80,0,82826.1,87585.63
U4B6400,114,237142.60999999993,98,0,40507.67999999999,277650.29
U436381,114,-7805.749999999995,8,0,885033.5000000001,877227.75
U30345A,114,-19891.980000000007,23,0,77081.11000000002,57189.130000000005
U4A16AD,113,-137.1299999999965,0,0,37335.61999999999,37198.49
U18C3FC,113,9728.839999999936,0,0,634506.8399999999,644235.6799999999
U25E652,112,-1421.3500000000004,41,0,4760.95,3339.6000000000004
U2468A3,112,-29357.59999999999,112,0,54920.25,25562.65
U49A95C,112,-838.9299999999996,112,0,12815.030000000002,11976.099999999999
U53274D,112,8615.519999999997,0,0,131891.07,140506.59
U25670B,112,335.7400000000025,2,0,48938.93,49274.670000000006
U1D07A2,112,-5246.2000000000035,12,0,23785.360000000015,18539.16
U453622,111,-835.73,111,0,3987.2599999999993,3151.53
U2BCAF1,111,-2081.1100000000124,111,0,17587.110000000004,15506.0
U2CC322,111,1486.5500000000015,2,0,121921.51000000001,123408.06
U323A89,111,8278.57,59,0,140153.22999999998,148431.8
U11CB05,111,-15867.430000000088,0,0,644223.43,628356.0000000001
U31318A,111,-1611.88,0,0,45583.73,43971.85
U11AEE9,110,-604.9899999999974,91,0,14894.39,14289.4
U2F5721,110,12450.719999999998,98,0,110936.80999999998,123387.53000000001
U0ABB0C,109,11477.700000000003,14,1,44865.12000000001,56342.82
U2F5AF7,109,6616.68,16,7,76151.01,82767.68999999997
U1399F2,108,-43098.40000000008,8,0,551207.3300000001,508108.93
U04E4DE,107,289.97999999999996,0,0,210.5,500.48
U462B25,107,106132.81999999992,81,0,216546.91000000003,322679.73000000004
U19E697,107,-284.1800000000001,107,0,966.9799999999993,682.8
U37BA69,106,248.64999999999839,106,0,12926.700000000003,13175.35
U1EA0BF,106,2860.6800000000026,4,0,37659.54000000001,40520.22
U29EACB,106,-9690.109999999993,106,0,107372.22,97682.11
U3589AE,106,-11097.01999999999,86,0,70618.38999999998,59521.37000000001
U40A3D1,106,3205.8199999999993,0,0,9804.029999999997,13009.850000000002
U05345E,105,-3977.520000000004,18,0,234798.71,230821.19000000003
U1C931B,105,-24449.77,100,2,31061.600000000002,6611.83
U2E39E7,105,-6623.539999999998,80,0,32850.42,26226.88
U1789E9,105,9036.050000000005,63,0,270675.4499999999,279711.5
U5223EF,104,-91359.8699999999,51,0,1567472.9900000005,1476113.12
U2D6F43,104,6818.020000000013,78,3,90348.31000000001,97166.32999999997
U442552,104,83105.08000000002,103,1,15408.639999999998,98513.72
U221E7C,104,-18407.059999999994,59,0,92663.25000000003,74256.19000000002
U19D68C,104,1449.7700000000018,103,0,25411.560000000012,26861.329999999998
U043CA6,104,1670.210000000001,6,1,13612.150000000001,15282.359999999999
U4AEC38,104,211.69000000000028,33,0,32267.300000000003,32478.989999999998
U0C5968,104,619.14,9,0,69180.87000000002,69800.01
U076BFC,104,-10058.330000000005,9,0,228948.40000000002,218890.06999999998
U0980F8,103,1062.7999999999968,33,1,111962.83999999998,113025.64
U42FA79,103,11233.440000000031,0,0,290321.08999999997,301554.53
U25E7A8,103,608.6799999999996,45,0,17218.320000000003,17827.0
U22D516,102,11754.17,0,0,10413.07,22167.24
U29C1D4,102,-3.969999999999459,2,0,7162.9400000000005,7158.969999999999
U12C129,102,-7010.950000000002,93,0,33722.68,26711.73
U3C312A,102,48821.810000000005,4,0,769568.04,818389.85
U4B1833,101,1050.2099999999991,78,0,17351.06,18401.27
U429FBB,101,5174.080000000002,1,0,12678.28,17852.36
U12C5EF,101,6818.6900000000005,101,0,48145.71999999999,54964.409999999996
U00B6A1,101,1146.8499999999988,99,0,18644.379999999994,19791.23
U096ECE,101,294.9399999999997,0,0,15093.73,15388.67
U42534E,100,-4169.24,6,0,7659.530000000001,3490.29
U48F154,100,87.1699999999999,22,0,3435.31,3522.48
U1A60A9,100,-4134.489999999999,9,4,17225.24,13090.749999999998
U40B239,100,-4295.939999999999,100,0,16343.599999999997,12047.66
U03353C,100,19365.850000000006,1,0,1711387.0,1730752.85
U3FAAAC,100,11827.529999999999,0,0,19846.379999999997,31673.91
U30FE9A,100,3848.730000000004,100,0,15797.27,19646.0
U080857,99,635.2600000000002,98,0,5861.879999999999,6497.14
U2BD672,99,59.579999999987194,6,0,474792.59,474852.17
U44CFC5,99,2032.3299999999826,33,0,177661.96,179694.28999999998
U46F8EA,99,-596.29,0,0,7981.21,7384.92
U290A58,98,-657.0900000000036,0,0,39703.02000000003,39045.92999999999
U368A17,98,4578.85,89,1,13280.819999999998,17859.67
U3821B8,98,-102.5799999999972,51,0,23594.339999999997,23491.760000000002
