,user,trd_times,total_count,B_out,C_in,out_count,in_count
47,U31CB74,678,97439.79000000015,477,201,2649756.16,2747195.9499999997
48,U63A95C,676,-8244.040000000008,615,61,73393.0100000001,65148.97
49,UE76E4E,659,2433909.0400000014,181,478,4627824.970000001,7061734.0100000035
50,UF68F85,643,3198.070000000024,109,534,47461.24999999999,50659.31999999991
51,U2756ED,641,401.6600000000028,389,252,341945.88999999996,342347.55
52,U7A31C5,628,-22046.30999999998,308,320,1346324.75,1324278.4400000004
53,U85C0E4,625,-12365.009999999966,585,40,388264.9599999999,375899.94999999995
54,U96F0EA,618,2945.590000000001,491,127,83006.18999999999,85951.78
55,U34B527,615,10086.590000000011,77,538,1207180.5799999998,1217267.1700000004
56,U0E37F5,605,4971.859999999997,352,253,338374.74000000005,343346.60000000003
57,U266F12,604,-4517.470000000023,404,200,865562.6199999999,861045.15
58,U986B6F,598,-21097.340000000106,524,74,2518022.879999999,2496925.540000001
59,UF91BBF,598,54.81000000008309,431,167,1375884.7000000002,1375939.5099999998
60,U1F0543,595,678691.8599999992,288,307,1036269.3700000009,1714961.2299999997
61,UC64EB9,593,-3068.910000000009,472,121,1441256.2600000007,1438187.35
62,UEF6C20,592,88.17999999999995,330,262,18613.58,18701.760000000006
63,UFE92A2,589,2189.8100000000104,330,259,301088.67,303278.47999999986
64,U7EABCA,587,40861.77000000013,526,61,5181587.87,5222449.64
65,U29B92F,582,-10480.610000000026,400,182,389367.2599999998,378886.65
66,UACA00B,580,5718.800000000026,258,322,808271.4299999998,813990.2299999994
67,U107C9F,575,720.199999999996,538,37,42137.560000000034,42857.76
68,U5B2FBF,573,50441.89000000001,269,304,1402023.5100000002,1452465.4000000001
69,UEBD77E,573,-2519.030000000193,231,342,1330548.8,1328029.7700000003
70,UB800CA,565,-5020.270000000006,305,260,434931.6700000001,429911.40000000014
71,UB7F9F3,563,260.6100000000142,358,205,948883.31,949143.92
72,U4F50E1,559,23425.280000000028,541,18,175952.86,199378.14
73,U89BC09,550,-3674.320000000007,526,24,271224.76999999996,267550.45
74,UEEE8DC,547,-8948.080000000005,349,198,355539.05000000005,346590.97000000015
75,U9828D0,541,1010.7199999999903,295,246,297443.86,298454.5799999999
76,UDE0FDE,538,4342.029999999999,477,61,196522.32,200864.35
77,U0F284E,533,-1480.4500000000019,461,72,47002.37,45521.92
78,U9CFA30,530,4193.419999999944,404,126,999469.3200000002,1003662.74
79,UCD0DCD,529,-12846.41999999998,369,160,625338.11,612491.69
80,UE809C2,523,681.7999999999865,332,191,263941.25999999983,264623.05999999994
81,U21DE75,523,10002.62000000002,321,202,666475.8600000003,676478.4799999995
82,UE3505A,523,10624.17000000016,295,228,1739998.4,1750622.5699999994
83,U717425,523,8867.350000000053,473,50,764917.4300000003,773784.7799999999
84,UFB70C2,522,-114666.47999999992,126,396,908497.4,793830.9199999985
85,U759047,521,-30179.699999999993,499,22,78012.67,47832.97
86,U327D23,520,-42824.11999999998,512,8,51082.31999999998,8258.2
87,UBC74E6,507,15585.360000000006,303,204,169236.66000000003,184822.0199999999
88,UE236BD,504,-3949.989999999999,465,39,61988.850000000006,58038.86000000001
89,U10A437,503,-364.3999999999978,412,91,70724.70000000001,70360.30000000003
90,UC2D7D4,501,-1640.1499999999953,393,108,48878.77,47238.61999999998
91,UB16DDD,501,-1049.5,401,100,331525.60999999987,330476.1099999999
92,UD46124,501,-195837.92000000022,371,130,1039269.61,843431.6900000001
93,U99F265,499,-2103.9300000000085,465,34,11276.669999999978,9172.739999999996
94,U941178,498,15056.13,459,39,336214.7699999999,351270.89999999997
95,U973393,496,-221548.3899999999,479,17,322677.4799999998,101129.09
96,U3F8E12,496,5020.77,465,31,44856.84999999998,49877.619999999995
97,U3C5E15,493,635.1699999999951,362,131,97918.47,98553.63999999996
98,UE0D243,489,-1246.2499999999984,392,97,28238.100000000017,26991.85
99,U13F838,489,3141.830000000009,338,151,350979.98,354121.81
100,UDE0C8A,488,11460.949999999992,371,117,550104.4400000001,561565.39
101,U055341,488,-8438.120000000014,351,137,369325.6000000001,360887.48
102,U7C293C,486,-4851.389999999999,467,19,60255.290000000045,55403.90000000001
103,U928AE0,486,-790037.1199999998,383,103,3222391.4600000014,2432354.3400000003
104,U864B8A,485,-2983.1500000006636,461,24,400567.5900000004,397584.44
105,U6DDAAC,483,-51875.95000000005,286,197,1503594.4400000002,1451718.4900000005
106,UB222C4,482,-831.6100000000115,402,80,394947.59,394115.9800000002
107,UF2EED9,482,-59.62999999999853,335,147,52167.53,52107.90000000001
108,UEAEE3F,482,10390.890000000083,402,80,1772735.78,1783126.67
109,U227B75,479,-892.9500000000021,420,59,173887.05,172994.1
110,U3453FB,478,1364.5200000003315,284,194,2260656.75,2262021.2699999986
111,U91F980,478,-10762.840000000006,229,249,40167.119999999995,29404.27999999998
112,U00297F,478,-1742.319999999985,233,245,771199.7400000002,769457.4200000004
113,U4F5D45,478,-3866.659999999991,423,55,60695.840000000004,56829.180000000015
114,UD476C3,477,1379.5999999999685,474,3,35620.400000000016,37000.0
115,U25BEA9,475,3796.879999999981,438,37,407646.58999999997,411443.47000000003
116,UC6B245,475,-7873.219999999754,172,303,2288585.6799999997,2280712.46
117,U037D91,473,-16164.629999999855,266,207,1217727.6599999997,1201563.0300000003
118,U5E0F3F,473,52778.44999999995,411,62,3790243.9299999974,3843022.38
119,UD795CE,472,0.7400000000094755,322,150,19106.539999999997,19107.27999999999
120,U1B3516,472,-4654.639999999959,287,185,1198412.5599999998,1193757.92
121,U4A6F76,471,-11328.559999999992,420,51,60551.280000000035,49222.72
122,U63E662,470,10301.850000000006,240,230,872431.0299999998,882732.8799999999
123,U5FC08B,470,-366371.3399999998,412,58,1820093.0999999999,1453721.76
124,UFD6C4E,470,-7619.869999999993,411,59,106976.08999999998,99356.22
125,U8B491E,469,-9587.74000000002,381,88,165407.71000000005,155819.97000000003
126,UA33A67,469,-1569.9099999999964,403,66,28204.240000000005,26634.329999999998
127,U0883BB,469,-166637.27999999997,272,197,4799234.83,4632597.549999999
128,U62D6D0,467,-14884.580000000027,347,120,677465.7,662581.1199999999
129,UBF6C87,467,-12385.529999999999,299,168,696076.7800000004,683691.25
130,U19D4A6,466,-54.220000000001534,415,51,13374.26,13320.039999999995
131,UBF9D2F,466,6843.650000000023,313,153,164235.73999999996,171079.39000000007
132,UF1BFA7,463,14341.779999999988,243,220,769857.6799999999,784199.46
133,U3B257F,462,-3293.5799999999967,373,89,105168.93999999999,101875.36
134,UC071A3,460,-10923.490000000103,131,329,592049.12,581125.6300000007
135,U3CCCF0,460,-5944.389999999898,340,120,14432794.7,14426850.309999999
136,U61A00E,458,57142.580000000075,282,176,887658.8099999988,944801.39
137,U5A7C62,458,605.0399999999845,402,56,89885.84000000007,90490.87999999998
138,U3EAC02,456,49.99000000000126,403,53,53489.43999999995,53539.43
139,UF4D674,455,12149.070000000018,203,252,682713.8399999999,694862.9099999993
140,U5A1B35,452,-39639.01000000005,341,111,3147249.4999999995,3107610.49
141,UC01548,451,-869.1000000000053,415,36,228560.83000000002,227691.73
142,UF4FE25,449,-185.42000000000155,399,50,50773.62999999999,50588.21000000001
143,UC54C41,449,-8850.419999999613,404,45,5318450.14,5309599.720000001
144,U7BAFBE,448,131773.15,301,147,261595.66000000003,393368.81000000006
145,UF9DB5B,447,98413.38000000012,405,42,4026906.449999999,4125319.8299999996
146,U6F71B7,447,-13635.760000000002,390,57,82766.74000000002,69130.98
147,U8D16FD,445,-103516.07000000002,378,67,321183.02000000014,217666.95
148,UFB19C1,443,-9945.679999999998,420,23,57350.21000000007,47404.530000000006
149,UB4E164,441,-8246.849999999999,280,161,51505.270000000004,43258.420000000006
150,U217337,440,1951.3900000000044,231,209,414126.29,416077.6800000001
151,U96BBFF,440,96269.77999999998,211,229,942410.4000000003,1038680.1799999989
152,UA1B000,438,-8078.390000000003,424,14,168711.49000000002,160633.1
153,U6D4EFF,438,2883.78,347,91,7505.679999999999,10389.460000000003
154,UA06EF3,435,3119.5099999999848,401,34,254923.16999999995,258042.67999999996
155,U4E5489,435,-663.0500000000012,304,131,67776.77000000002,67113.72000000004
156,U8B3216,432,6388.480000000082,297,135,1006691.4,1013079.8800000001
157,U5F1A71,432,17607.02999999999,382,50,98324.55000000006,115931.58000000002
158,UBA34D6,432,-5020.5099999999875,411,21,291664.12,286643.61
159,U416C8F,432,-5037.009999999997,316,116,299856.1500000001,294819.14
160,UE419E5,429,2646.690000000006,337,92,211297.85999999987,213944.54999999993
161,UE125BC,428,15936.339999999951,413,15,267113.0,283049.34
162,U813A31,428,1087.9499999996974,382,46,12405474.580000006,12406562.53
163,UAA0B47,428,7760.80999999999,340,88,104964.92000000001,112725.72999999998
164,UC0388C,425,-636.4000000000672,120,305,351783.4900000001,351147.0900000007
165,UC865F6,424,1897.7400000000064,318,106,959176.8600000001,961074.6
166,U400570,423,-2563.510000000007,378,45,243418.83,240855.31999999998
167,UECB5AC,422,7423.1400000000285,274,148,3646584.02,3654007.16
168,UBDC19E,421,18826.210000000072,204,217,1247040.1400000001,1265866.349999999
169,UFA0E4B,420,-27307.790000000008,268,152,375637.2800000001,348329.49
170,UB8F54D,419,-17828.69999999998,396,23,197471.91999999993,179643.22
171,UF9593D,419,-3371.100000000052,394,25,45293.61999999989,41922.52
172,U721319,417,-186635.12999999998,408,9,257228.44000000003,70593.31000000001
173,U20A617,415,-27099.539999999994,389,26,147156.91,120057.36999999998
174,U15F5AA,414,-1017.2999999999993,211,203,581732.53,580715.2300000002
175,U733A93,414,-1167.9499999999944,335,79,106711.12999999999,105543.18
176,U4ED5F2,413,-2760.659999999943,319,94,258140.79000000042,255380.12999999998
177,U82F8BA,412,-65942.41999999993,368,44,604781.18,538838.76
178,UF9044F,411,3120.0,204,207,12192.999999999998,15313.0
179,U7E0CB4,410,-13891.389999999968,261,149,666186.32,652294.93
180,U623170,410,845.7900000000012,387,23,27910.630000000005,28756.419999999995
181,U675D2A,408,-25157.120000000017,375,33,129754.69,104597.56999999999
182,U058703,407,-8348.119999999974,398,9,1040296.57,1031948.4500000002
183,U4127CF,407,-16950.899999999976,382,25,356691.98999999993,339741.09
184,U3CAC8F,406,22366.05000000001,208,198,559723.83,582089.8799999999
185,UE985BB,406,8929.049999999985,380,26,26036.74999999998,34965.799999999996
186,UCC6541,405,-121.00000000000182,206,199,56263.39,56142.39000000001
187,U722645,404,-34490.98000000003,251,153,518102.76000000007,483611.7800000001
188,UF5DA8A,404,-353.50999999999794,364,40,60941.80000000001,60588.29
189,UFE98E1,404,11583.990000000007,80,324,560173.6,571757.5899999999
190,U37329B,401,1670.1099999999788,252,149,573397.63,575067.7400000001
191,U0322ED,401,1827.129999999999,319,82,27051.4,28878.530000000002
192,U7BB53B,400,-151690.1799999997,244,156,5740263.6,5588573.419999999
193,U1B6544,398,-25593.599999999962,346,52,1207389.94,1181796.34
194,UE15319,397,-16447.350000000006,353,44,294751.31999999995,278303.97
195,U098BA0,396,-5048.020000000102,257,139,3468481.4499999993,3463433.43
196,UEC8CFE,396,-7649.900000000002,279,117,949420.1300000001,941770.2300000003
197,U381D15,396,-4006.179999999999,378,18,33068.59000000002,29062.41
198,U8961D3,396,-2696.559999999996,314,82,115476.57999999996,112780.02
199,UC51A50,395,26246.840000000015,299,96,110839.93000000001,137086.76999999987
200,UEF155F,395,-428.0900000000087,341,54,35404.03000000002,34975.94
201,UD118A2,394,-42293.90999999993,371,23,482325.35,440031.44
202,U343303,393,242.5500000000006,204,189,146741.17,146983.72
203,UCCBAC0,393,1666.4199999999955,264,129,362422.19999999995,364088.62000000005
204,U2CBA03,393,9496.149999999978,352,41,144893.99999999994,154390.15
205,U76A4F3,393,66355.98999999998,358,35,405737.95,472093.93999999994
206,U10C07C,393,17936.729999999967,334,59,395420.32999999984,413357.06000000006
207,U833653,392,-2265.889999999931,299,93,901133.92,898868.0299999999
208,U8D9573,390,-1486.5299999999825,371,19,63827.669999999984,62341.14
209,U5FEF60,390,1396.020000000005,366,24,35418.170000000006,36814.19
210,U521428,388,1929.7900000000004,344,44,32188.61,34118.40000000001
211,UD51175,388,-21931.259999999813,332,56,9655925.010000005,9633993.749999998
212,UF5973C,387,29162.649999999558,308,79,18712861.370000005,18742024.02
213,U157419,386,-180.46000000000004,249,137,78634.24999999999,78453.79
214,UA8D176,386,10180.599999999977,313,73,1570600.0899999999,1580780.6900000004
215,UB6142B,386,7055.090000000004,350,36,124065.25,131120.34
216,U1E5613,386,2447.2700000000004,321,65,55119.95,57567.22
217,U0604A3,384,-8825.210000000001,342,42,50105.12000000002,41279.91
218,U332870,382,2012.6299999999992,289,93,256928.5599999999,258941.18999999997
219,U850804,382,110.0400000000227,204,178,1229119.57,1229229.6099999999
220,U641DBD,382,624.4499999999935,317,65,66689.65999999999,67314.11000000002
221,UC08281,382,39813.13999999996,355,27,492432.43,532245.5700000001
222,U2E9D32,381,2577.4200000000023,325,56,14620.929999999997,17198.350000000002
223,U85B6D6,380,4834.790000000015,237,143,307435.16,312269.95000000007
224,U6A82E0,380,246.64999999999054,265,115,222941.24,223187.89000000004
225,U7E4F0A,379,-1165.3299999999635,115,264,1471101.8200000003,1469936.4899999988
226,U2AB8AD,379,-15693.359999999993,332,47,229876.4999999999,214183.14000000004
227,UB12884,379,-60758.28999999998,351,28,713114.2499999999,652355.96
228,U63EB94,378,-4306.260000000003,360,18,33933.729999999996,29627.469999999998
229,UBF9349,378,-1156.3499999999838,325,53,104029.52000000002,102873.17
230,U916290,377,4112.12000000001,221,156,652519.4900000003,656631.6100000001
231,U53E44F,376,-701.7999999999938,344,32,182718.54000000007,182016.74000000002
232,U56BBA5,375,19477.020000000015,310,65,577698.2100000001,597175.23
233,UCDAF93,375,-16749.560000000005,349,26,206492.63,189743.07
234,U75CDBA,374,10886.080000000016,285,89,345401.76,356287.84
235,U45FF99,374,752.8099999999974,229,145,79558.01,80310.81999999999
236,U0321CE,373,1389.340000000022,293,80,212487.63,213876.97000000006
237,UA99645,372,-1940.0699999999974,328,44,38386.950000000004,36446.880000000005
238,UEE56CA,371,-108.50000000000236,352,19,6311.95,6203.450000000002
239,UAF7277,371,3918.809999999985,362,9,33479.44000000002,37398.25
240,UBF2CA0,369,-23446.58,331,38,453057.50999999995,429610.93
241,UFEBAEA,369,1110.8100000000916,319,50,713349.5599999995,714460.3699999999
242,U99046B,369,-26987.979999999872,223,146,1939167.8199999998,1912179.8400000012
243,U6B2266,368,-2091.669999999989,313,55,528494.96,526403.29
244,U7B221A,368,38203.680000000015,288,80,874181.8099999999,912385.4899999999
245,U5CC9DA,367,35368.84999999998,305,62,813462.0600000003,848830.91
246,U72A188,366,4152.7000000000135,342,24,62069.00000000003,66221.70000000001
247,U3FF6F2,366,24634.869999999963,356,10,178154.80999999994,202789.68
248,U217A73,366,1778.859999999999,343,23,16613.439999999988,18392.299999999996
249,UCC81B7,366,-76964.33000000003,303,63,145434.39999999997,68470.07
250,U4ECCB6,366,37812.06000000004,250,116,1141369.04,1179181.0999999996
251,U3DAA7B,366,2898.3299999999963,313,53,1222773.9500000002,1225672.2800000003
252,U725ADE,366,-2542.6000000000013,241,125,50241.65000000001,47699.05
253,U961DBB,365,2572.360000000117,190,175,1668096.3099999998,1670668.669999999
254,U18ABA9,365,2304.8899999999976,351,14,53272.25,55577.14
255,U041223,365,-33353.040000000066,217,148,1466079.16,1432726.1199999999
256,U13C08B,364,16.350000000010823,209,155,204121.31999999995,204137.67000000007
257,U462BAA,364,4271.559999999884,349,15,462215.93,466487.49000000005
258,U4A6DC4,363,3764.9700000000034,352,11,18352.929999999997,22117.899999999998
259,U220004,363,975095.81,321,42,54647.01,1029742.8200000001
260,UE6E1CB,362,7038.640000000014,330,32,344562.1499999999,351600.79
261,U6C89D5,362,763.0900000000138,336,26,146775.33999999997,147538.43
262,UF37F49,361,-7107.290000000008,355,6,19227.370000000003,12120.080000000002
263,U699D61,361,91260.63000000006,223,138,588241.5499999996,679502.18
264,U1603EB,361,-44015.420000000006,339,22,403422.49,359407.06999999995
265,U43E226,361,-8903.650000000003,324,37,125167.56999999998,116263.92
266,UA0F1E7,360,-25542.85,351,9,50340.360000000015,24797.51
267,U02A411,360,-42325.239999999976,346,14,95755.11,53429.87000000001
268,U886DCB,360,-5776.830000000003,317,43,482574.1400000001,476797.31
269,UA279A1,360,11265.159999999989,325,35,132552.47,143817.62999999998
270,U37D082,358,-98.96999999999969,302,56,30835.179999999993,30736.210000000006
271,UA5A878,358,5037.059999999996,255,103,272417.7899999997,277454.85
272,U874DDD,357,-396.0999999999981,195,162,179492.3,179096.19999999998
273,U7D3CE6,357,-8205.780000000013,334,23,183326.14000000007,175120.36
274,UEBA468,356,4723.9400000000005,274,82,142461.3,147185.24000000002
275,U8365A8,356,-1380.1700000000033,334,22,26655.46,25275.289999999994
276,U37755B,356,13691.06000000001,311,45,167571.18000000002,181262.23999999996
277,UBA6962,355,8518.319999999983,318,37,136934.18999999997,145452.50999999998
278,UB9D9A8,355,-15774.35,228,127,152158.3,136383.95
279,UE30551,354,5226.330000000002,322,32,646632.43,651858.7599999999
280,U68AF52,354,-12832.110000000006,322,32,1276386.77,1263554.6600000001
281,U8D59FC,354,-2170.2099999999923,317,37,59637.28000000004,57467.07
282,U64AFD1,354,-908995.8899999992,263,91,7626495.570000001,6717499.679999998
283,UE5935B,354,13629.85999999997,336,18,182882.06,196511.91999999998
284,U6784D0,354,654.9699999999232,219,135,512931.18,513586.14999999997
285,U8D1356,353,960.71000000001,340,13,34232.22,35192.93
286,UEE294D,353,40593.310000000005,330,23,89834.26000000001,130427.56999999999
287,U4EF536,352,-1398.6800000000567,317,35,473299.33,471900.6499999999
288,UDADA94,351,-2319.639999999998,329,22,53011.56000000001,50691.91999999999
289,U47D06A,351,2601.290000000008,343,8,78805.69,81406.98000000001
290,UA571DD,350,10324.799999999994,321,29,73618.02999999998,83942.83
291,U2725E5,350,-1869.7400000000025,291,59,25970.360000000004,24100.62
292,U248286,349,-217492.76999999981,319,30,449085.81,231593.04000000004
293,U612583,349,303509.70999999996,290,59,437489.78999999986,740999.4999999999
294,U7D6E3E,349,2986.8600000000097,323,26,33339.92999999999,36326.78999999999
295,U95F3FF,349,128765.61999999995,288,61,613070.6100000001,741836.2300000001
296,UA18665,349,-3414.910000000001,334,15,29548.31999999998,26133.409999999996
297,UA878C6,348,-39469.80000000007,243,105,1057061.91,1017592.1099999999
298,U23CB51,348,-39295.45000000001,256,92,2253394.05,2214098.6
299,U59E40E,348,2230.4599999999336,303,45,914752.4199999998,916982.88
300,UF08451,348,-7037.609999999986,260,88,308807.80999999994,301770.20000000007
301,UD67C59,347,3881.6399999999967,336,11,31153.41999999999,35035.06
302,UD7A185,347,-385.2700000000186,273,74,870239.6999999998,869854.4300000003
303,UFC4E5E,347,-5725.460000000017,297,50,302991.48,297266.02
304,UE2FE74,346,-11049.179999999975,288,58,497721.61000000004,486672.43000000005
305,UDFDBC3,346,-1142.619999999998,327,19,10722.639999999996,9580.019999999999
306,U0E3AAE,346,-5034.730000000002,273,73,468138.23000000004,463103.50000000006
307,UFD9098,346,730.0499999999929,227,119,572585.93,573315.98
308,UBB9A3E,346,87625.70999999996,279,67,172388.99999999994,260014.71
309,UF6FBE1,346,-5256.399999999998,332,14,58395.93,53139.53
310,U2B73F7,345,-1848.3400000000015,297,48,41890.54000000001,40042.200000000004
311,U8D56B5,345,60893.869999999995,195,150,727647.5700000001,788541.4400000002
312,UD86834,344,-64129.700000000055,315,29,118305.07000000002,54175.369999999995
313,U1CF2E8,344,173911.06,306,38,1041958.2200000001,1215869.28
314,U9BF255,344,141955.27000000005,327,17,100488.13000000008,242443.4
315,UB875A7,343,28857.240000000027,316,27,116335.73000000008,145192.97
316,U7F1B85,342,72774.3599999999,323,19,1342791.01,1415565.37
317,U7DD31F,341,-142.7099999999948,299,42,72444.90999999999,72302.2
318,U7C5574,341,-14251.990000000005,227,114,247733.1700000001,233481.18
319,UA6B813,341,462831.47000000003,307,34,225390.89000000004,688222.36
320,UF90A24,340,-218.39000000000033,321,19,47507.59999999998,47289.21
321,U317AC9,340,-21588.17,226,114,838545.4800000001,816957.3099999999
322,U206C2E,339,-14583.870000000019,194,145,621753.27,607169.4
323,U292452,338,-55008.19000000002,291,47,1445803.1500000001,1390794.96
324,UF7E7A2,338,13262.519999999993,221,117,536750.6599999999,550013.18
325,U072A79,338,222045.0,253,85,226688.0,448733.0
326,U929399,337,-3706.2500000000023,326,11,42783.63999999998,39077.39
327,U963B99,337,220.68000000001848,222,115,479650.55999999994,479871.23999999993
328,U10002E,337,1474.8999999999987,319,18,11532.120000000004,13007.02
329,U983992,336,128554.47000000002,270,66,325616.97,454171.43999999994
330,U284F09,336,128116.90000000007,328,8,8165.169999999998,136282.06999999998
331,U17C282,336,-1492.9899999999952,278,58,95599.62000000005,94106.63
332,U4D75B3,336,-45426.800000000054,261,75,1922666.4199999997,1877239.62
333,U27510E,335,-57602.99999999999,327,8,220308.2,162705.2
334,U8C56FA,335,2577.5800000000036,286,49,184455.74000000002,187033.31999999998
335,U3E3993,335,5437.289999999989,272,63,189623.88,195061.16999999998
336,UA05BBD,334,-1155.4499999999998,286,48,35414.959999999985,34259.509999999995
337,U543D9E,334,250.81999999996606,281,53,149930.16999999993,150180.99
338,U021599,334,3531.839999999996,300,34,52945.37999999994,56477.22000000001
339,UA2ABE3,333,-220.91000000000057,330,3,5122.500000000001,4901.59
340,U25C18E,333,-10221.039999999986,304,29,98720.46,88499.42
341,U75AAE6,332,1767.4300000000203,276,56,152693.82000000007,154461.24999999994
342,U9C67B5,332,-24303.200000000077,280,52,1295691.3,1271388.1
343,U71E6B2,332,890.3500000000016,306,26,62769.75000000001,63660.100000000006
344,U539B64,331,2127.7899999999654,301,30,147837.26,149965.05000000002
345,U840D14,331,1856.5400000000059,309,22,47984.59000000001,49841.13
346,UD3F0FA,331,-9934.470000000007,266,65,236142.29999999987,226207.83
347,UE3CF07,330,911.8599999999408,305,25,960563.6400000001,961475.4999999999
348,UEDA706,330,-5269.260000000003,215,115,123132.20000000003,117862.93999999999
349,U0EF7F4,329,-8193.599999999999,293,36,46856.45999999999,38662.86
350,UC1140F,329,-96541.19999999998,287,42,1055560.5300000003,959019.3300000001
351,U610B0A,329,427.69000000000347,304,25,35378.36,35806.05
352,UDD7C92,328,-564.6199999999999,301,27,29585.050000000007,29020.430000000008
353,U48FFD7,328,-1530.4199999999923,154,174,61765.61,60235.190000000024
354,U57345E,328,1544.8000000000065,228,100,151158.28,152703.08000000002
355,U83F64D,328,1308.870000000001,251,77,147477.74000000002,148786.61
356,U6D37F9,328,8061.290000000003,240,88,354881.8100000001,362943.1000000001
357,U864FBA,327,12276.210000000005,303,24,323289.44,335565.65
358,U6496FE,326,11230.109999999666,240,86,491589.6100000005,502819.72000000003
359,UD12184,326,-121645.55999999997,211,115,850058.04,728412.4799999999
360,U4A9867,325,-2400.439999999998,286,39,32371.470000000016,29971.030000000002
361,U269A35,325,-1003.4100000000017,320,5,16659.88,15656.47
362,UD7990F,324,-1012.8200000000088,273,51,241665.12,240652.30000000002
363,UD45413,324,-46020.19999999991,228,96,1111202.7500000005,1065182.55
364,U7EAA2B,323,17.590000000003783,198,125,95022.42,95040.01
365,U2CD6EF,323,-6486.319999999994,268,55,87508.32999999999,81022.01000000002
366,U4BFE71,323,-374.38999999995576,262,61,1541558.6500000004,1541184.2600000002
367,U05FF30,323,-15.940000000002328,164,159,358244.83,358228.89
368,UDE726E,322,11630.329999999993,251,71,251636.47999999995,263266.81
369,U6FE9E1,322,7149.800000000003,244,78,321371.1100000001,328520.91000000003
370,UB5B083,322,47512.67,280,42,46308.63,93821.29999999999
371,UAFB882,321,86392.29999999999,304,17,9577.65,95969.95
372,U43E779,321,-718.4500000000473,302,19,151493.21,150774.75999999998
373,UE8E02C,321,-333.5999999999982,188,133,165396.59999999995,165062.99999999997
374,U4D4A3C,321,-380.97,285,36,7947.43,7566.46
